9,1754373623323,-0.8991031,8.285747,4.8939204,0.116980605,0.021074835,-0.07437278,0.4355024,-0.15041745,-0.3231742,1.21875,-20.681252,-26.60625
8,1754373626982,-0.6299106,7.975278,5.5280185,0.09773836,0.010995566,-0.09453133,0.43778217,0.08392762,0.15110448,4.875,-17.7,-33.225002
5,1754373647959,-1.3573287,6.623333,7.0043902,0.025809037,-0.022907428,-0.012370012,0.34682944,0.042342655,-0.043073174,-0.6,-7.9687505,-38.53125
1,1754373650449,-2.0937197,6.971489,6.4791656,0.12247839,0.18661919,-0.08048143,0.38110128,0.03828992,-0.09358446,-0.80625004,-10.96875,-37.050003
6,1754373679566,-1.146162,7.5260253,6.053243,0.049480047,-0.015424335,-0.05864302,0.40577325,0.037085623,-0.063270934,1.3875,3.2062502,-13.368751
8,1761190116700,-0.34157544,7.055238,6.8853474,0.13057235,0.119271345,-0.03497201,0.34581622,-0.11785707,-0.24833976,-3.4125001,6.3187504,-9.918751
9,1761190118580,-0.3044867,7.0761747,6.6107707,0.18829907,0.20127994,-0.057879437,0.35699615,-0.11296982,-0.253083,-3.24375,5.4375,-10.14375
4,1761190120516,-1.1712867,7.5104723,6.1417775,0.15210533,0.1036943,-0.09010255,0.38872486,-0.080014296,-0.23558113,-1.125,5.0062504,-10.81875
3,1761190122160,-0.96490574,7.5026956,6.1591253,0.14477496,0.09040799,-0.06475167,0.39083347,-0.09111771,-0.24926323,0.84375006,4.275,-10.35
4,1761196335219,-0.9828519,0.95353985,9.669396,-0.0021380268,-0.0051923506,-0.0016798781,0.024617326,0.06634214,0.40127593,20.400002,11.175,-37.875
5,1761196337866,-0.9942178,0.95712906,9.661021,-0.0013744457,-0.0,-9.162972E-4,0.024479063,0.06645801,0.4011791,22.931252,12.88125,-40.7625
4,1761315959355,0.29850462,0.14536397,9.759128,-6.108648E-4,-0.0,1.527162E-4,0.013620361,-0.010358193,0.43218204,50.193752,4.6687503,-46.275
1,1761315961396,0.29970104,0.14237295,9.744172,1.527162E-4,-6.108648E-4,1.527162E-4,0.01344717,-0.010295666,0.43217796,52.66875,5.4187503,-47.625
2,1761315962897,0.2961118,0.14117654,9.741181,-3.054324E-4,-1.527162E-4,-0.0,0.013353508,-0.010422917,0.43212783,52.575,5.45625,-46.96875
3,1761315964003,0.2973082,0.14895321,9.734601,-3.054324E-4,-1.527162E-4,-0.0,0.013377579,-0.010357339,0.43215048,52.968754,5.6625004,-47.2125
8,1761315965045,0.2961118,0.14416756,9.734601,1.527162E-4,-1.527162E-4,-1.527162E-4,0.013342383,-0.010384771,0.43213773,53.006252,5.6062503,-47.381252
6,1761315966028,0.2955136,0.14416756,9.737592,-0.0,-0.0,-0.0,0.013485831,-0.01033842,0.4321703,52.537502,5.3250003,-47.568752
5,1761315967085,0.2943172,0.14656039,9.736994,-3.054324E-4,-6.108648E-4,-1.527162E-4,0.013434921,-0.010285543,0.43217936,52.0875,5.175,-47.68125
7,1761315968128,0.28953153,0.14895321,9.705887,0.0012217296,-0.0010690134,-6.108648E-4,0.013345627,-0.010586253,0.4320782,51.7125,5.15625,-46.93125
9,1761315969117,0.2943172,0.1477568,9.734002,9.162972E-4,6.108648E-4,3.054324E-4,0.013463989,-0.010570106,0.4320985,52.050003,5.4375,-46.65
